id,name,category,amount,signup_date
5064,Customer 5064,South,-999999,2024-01-15
5065,Customer 5065,unknown,N/A,2024-01-15
5066,Customer 5066,West,20,2024-01-15
5067,Customer 5067,east,10,2024-01-15
5068,Customer 5068,EAST,10,31/02/2024
5069,Customer 5069,EAST,10,2024-01-15
5070,  Customer 5070  ,EAST,10,2024-01-15
5071,Customer 5071,West,20,2024-01-15
5072,Customer 5072,EAST,"1,000",2024-01-15
5073,Customer 5073,North,N/A,2024-01-15
5074,Customer 5074,unknown,"1,000",2024-01-15
5075,Customer 5075,South,20,31/02/2024
5076,Customer 5076,West,20,2024-01-15
5077,Customer 5077,South,N/A,2024-01-15
5078,Customer 5078,east,N/A,2024-01-15
5079,Customer 5079,EAST,10,2024-01-15
5080,Customer 5080,North,N/A,2024-01-15
5081,Customer 5081,North,-999999,2024-01-15
5082,Customer 5082,North,-999999,31/02/2024
5083,  Customer 5083  ,South,10,2024-01-15
5084,Customer 5084,North,20,2024-01-15
5085,Customer 5085,West,-999999,2024-01-15
5086,Customer 5086,South,-999999,2024-01-15
5087,Customer 5087,South,10,2024-01-15
5088,Customer 5088,EAST,20,2024-01-15
5089,Customer 5089,West,"1,000",31/02/2024
5090,Customer 5090,east,N/A,2024-01-15
5091,Customer 5091,unknown,10,2024-01-15
5092,Customer 5092,South,20,2024-01-15
5093,Customer 5093,South,10,2024-01-15
5094,Customer 5094,east,"1,000",2024-01-15
5095,Customer 5095,unknown,N/A,2024-01-15
5096,  Customer 5096  ,EAST,N/A,31/02/2024
5097,Customer 5097,EAST,N/A,2024-01-15
5098,Customer 5098,unknown,N/A,2024-01-15
5099,Customer 5099,North,20,2024-01-15
5100,Customer 5100,South,-999999,2024-01-15
5101,Customer 5101,unknown,N/A,2024-01-15
5102,Customer 5102,West,10,2024-01-15
5103,Customer 5103,east,"1,000",31/02/2024
5104,Customer 5104,east,20,2024-01-15
5105,Customer 5105,unknown,"1,000",2024-01-15
5106,Customer 5106,east,N/A,2024-01-15
5107,Customer 5107,unknown,20,2024-01-15
5108,Customer 5108,east,N/A,2024-01-15
5109,  Customer 5109  ,West,"1,000",2024-01-15
5110,Customer 5110,EAST,N/A,31/02/2024
5111,Customer 5111,EAST,10,2024-01-15
5112,Customer 5112,unknown,20,2024-01-15
5113,Customer 5113,unknown,-999999,2024-01-15
5114,Customer 5114,South,"1,000",2024-01-15
5115,Customer 5115,east,20,2024-01-15
5116,Customer 5116,EAST,-999999,2024-01-15
5117,Customer 5117,North,10,31/02/2024
5118,Customer 5118,South,N/A,2024-01-15
5119,Customer 5119,EAST,"1,000",2024-01-15
5120,Customer 5120,east,10,2024-01-15
5121,Customer 5121,West,"1,000",2024-01-15
5122,  Customer 5122  ,east,20,2024-01-15
5123,Customer 5123,EAST,N/A,2024-01-15
5124,Customer 5124,unknown,-999999,31/02/2024
5125,Customer 5125,South,"1,000",2024-01-15
5126,Customer 5126,South,N/A,2024-01-15
5127,Customer 5127,EAST,20,2024-01-15
5128,Customer 5128,east,"1,000",2024-01-15
5129,Customer 5129,West,"1,000",2024-01-15
5130,Customer 5130,unknown,"1,000",2024-01-15
5131,Customer 5131,east,10,31/02/2024
5132,Customer 5132,West,-999999,2024-01-15
5133,Customer 5133,unknown,N/A,2024-01-15
5134,Customer 5134,South,10,2024-01-15
5135,  Customer 5135  ,EAST,-999999,2024-01-15
5136,Customer 5136,North,10,2024-01-15
5137,Customer 5137,unknown,-999999,2024-01-15
5138,Customer 5138,unknown,-999999,31/02/2024
5139,Customer 5139,South,10,2024-01-15
5140,Customer 5140,unknown,-999999,2024-01-15
5141,Customer 5141,EAST,N/A,2024-01-15
5142,Customer 5142,EAST,-999999,2024-01-15
5143,Customer 5143,North,-999999,2024-01-15
5144,Customer 5144,South,-999999,2024-01-15
5145,Customer 5145,unknown,"1,000",31/02/2024
5146,Customer 5146,South,20,2024-01-15
5147,Customer 5147,unknown,10,2024-01-15
5148,  Customer 5148  ,east,-999999,2024-01-15
5149,Customer 5149,South,20,2024-01-15
5150,Customer 5150,unknown,-999999,2024-01-15
5151,Customer 5151,east,"1,000",2024-01-15
5152,Customer 5152,east,"1,000",31/02/2024
5153,Customer 5153,West,20,2024-01-15
5154,Customer 5154,South,20,2024-01-15
5155,Customer 5155,West,N/A,2024-01-15
5156,Customer 5156,unknown,20,2024-01-15
5157,Customer 5157,North,10,2024-01-15
5158,Customer 5158,West,20,2024-01-15
5159,Customer 5159,EAST,-999999,31/02/2024
5160,Customer 5160,east,10,2024-01-15
5161,  Customer 5161  ,North,20,2024-01-15
5162,Customer 5162,North,-999999,2024-01-15
5163,Customer 5163,South,N/A,2024-01-15
5164,Customer 5164,South,-999999,2024-01-15
5165,Customer 5165,unknown,N/A,2024-01-15
5166,Customer 5166,West,"1,000",31/02/2024
5167,Customer 5167,east,20,2024-01-15
5168,Customer 5168,EAST,20,2024-01-15
5169,Customer 5169,unknown,10,2024-01-15
5170,Customer 5170,North,10,2024-01-15
5171,Customer 5171,West,N/A,2024-01-15
5172,Customer 5172,North,N/A,2024-01-15
5173,Customer 5173,South,N/A,31/02/2024
5174,  Customer 5174  ,unknown,-999999,2024-01-15
5175,Customer 5175,unknown,20,2024-01-15
5176,Customer 5176,EAST,10,2024-01-15
5177,Customer 5177,east,10,2024-01-15
5178,Customer 5178,EAST,-999999,2024-01-15
5179,Customer 5179,West,-999999,2024-01-15
5180,Customer 5180,EAST,20,31/02/2024
5181,Customer 5181,EAST,N/A,2024-01-15
5182,Customer 5182,North,"1,000",2024-01-15
5183,Customer 5183,EAST,"1,000",2024-01-15
5184,Customer 5184,North,-999999,2024-01-15
5185,Customer 5185,east,10,2024-01-15
5186,Customer 5186,east,N/A,2024-01-15
5187,  Customer 5187  ,EAST,-999999,31/02/2024
5188,Customer 5188,South,-999999,2024-01-15
5189,Customer 5189,South,20,2024-01-15
5190,Customer 5190,North,20,2024-01-15
5191,Customer 5191,West,10,2024-01-15
5192,Customer 5192,EAST,20,2024-01-15
5193,Customer 5193,east,N/A,2024-01-15
5194,Customer 5194,North,N/A,31/02/2024
5195,Customer 5195,unknown,20,2024-01-15
5196,Customer 5196,West,"1,000",2024-01-15
5197,Customer 5197,unknown,20,2024-01-15
5198,Customer 5198,unknown,N/A,2024-01-15
5199,Customer 5199,North,20,2024-01-15
5200,  Customer 5200  ,east,"1,000",2024-01-15
5201,Customer 5201,EAST,"1,000",31/02/2024
5202,Customer 5202,West,N/A,2024-01-15
5203,Customer 5203,east,"1,000",2024-01-15
5204,Customer 5204,West,20,2024-01-15
5205,Customer 5205,West,-999999,2024-01-15
5206,Customer 5206,unknown,20,2024-01-15
5207,Customer 5207,South,N/A,2024-01-15
5208,Customer 5208,unknown,"1,000",31/02/2024
5209,Customer 5209,South,N/A,2024-01-15
5210,Customer 5210,South,"1,000",2024-01-15
5211,Customer 5211,unknown,-999999,2024-01-15
5212,Customer 5212,North,N/A,2024-01-15
5213,  Customer 5213  ,unknown,10,2024-01-15
5214,Customer 5214,EAST,10,2024-01-15
5215,Customer 5215,North,N/A,31/02/2024
5216,Customer 5216,EAST,"1,000",2024-01-15
5217,Customer 5217,unknown,"1,000",2024-01-15
5218,Customer 5218,unknown,-999999,2024-01-15
5219,Customer 5219,east,"1,000",2024-01-15
5220,Customer 5220,EAST,"1,000",2024-01-15
5221,Customer 5221,unknown,-999999,2024-01-15
5222,Customer 5222,east,N/A,31/02/2024
5223,Customer 5223,North,-999999,2024-01-15
5224,Customer 5224,South,10,2024-01-15
5225,Customer 5225,North,N/A,2024-01-15
5226,  Customer 5226  ,North,N/A,2024-01-15
5227,Customer 5227,unknown,10,2024-01-15
5228,Customer 5228,east,-999999,2024-01-15
5229,Customer 5229,South,20,31/02/2024
5230,Customer 5230,South,-999999,2024-01-15
5231,Customer 5231,east,N/A,2024-01-15
5232,Customer 5232,South,10,2024-01-15
5233,Customer 5233,east,20,2024-01-15
5234,Customer 5234,east,-999999,2024-01-15
5235,Customer 5235,EAST,-999999,2024-01-15
5236,Customer 5236,West,-999999,31/02/2024
5237,Customer 5237,east,-999999,2024-01-15
5238,Customer 5238,EAST,10,2024-01-15
5239,  Customer 5239  ,EAST,-999999,2024-01-15
5240,Customer 5240,EAST,"1,000",2024-01-15
5241,Customer 5241,South,"1,000",2024-01-15
5242,Customer 5242,east,"1,000",2024-01-15
5243,Customer 5243,South,-999999,31/02/2024
5244,Customer 5244,unknown,20,2024-01-15
5245,Customer 5245,EAST,"1,000",2024-01-15
5246,Customer 5246,east,"1,000",2024-01-15
5247,Customer 5247,West,"1,000",2024-01-15
5248,Customer 5248,South,10,2024-01-15
5249,Customer 5249,east,10,2024-01-15
5250,Customer 5250,unknown,10,31/02/2024
5251,Customer 5251,North,-999999,2024-01-15
5252,  Customer 5252  ,unknown,N/A,2024-01-15
5253,Customer 5253,North,10,2024-01-15
5254,Customer 5254,east,"1,000",2024-01-15
5255,Customer 5255,unknown,20,2024-01-15
5256,Customer 5256,east,10,2024-01-15
5257,Customer 5257,South,20,31/02/2024
5258,Customer 5258,South,N/A,2024-01-15
5259,Customer 5259,South,N/A,2024-01-15
5260,Customer 5260,EAST,"1,000",2024-01-15
5261,Customer 5261,North,"1,000",2024-01-15
5262,Customer 5262,east,10,2024-01-15
5263,Customer 5263,EAST,N/A,2024-01-15
5264,Customer 5264,EAST,10,31/02/2024
5265,  Customer 5265  ,east,-999999,2024-01-15
5266,Customer 5266,North,10,2024-01-15
5267,Customer 5267,EAST,N/A,2024-01-15
5268,Customer 5268,West,N/A,2024-01-15
5269,Customer 5269,east,"1,000",2024-01-15
5270,Customer 5270,EAST,20,2024-01-15
5271,Customer 5271,South,-999999,31/02/2024
5272,Customer 5272,unknown,"1,000",2024-01-15
5273,Customer 5273,North,N/A,2024-01-15
5274,Customer 5274,EAST,"1,000",2024-01-15
5275,Customer 5275,EAST,N/A,2024-01-15
5276,Customer 5276,South,N/A,2024-01-15
5277,Customer 5277,EAST,N/A,2024-01-15
5278,  Customer 5278  ,South,N/A,31/02/2024
5279,Customer 5279,east,-999999,2024-01-15
5280,Customer 5280,West,N/A,2024-01-15
5281,Customer 5281,South,20,2024-01-15
5282,Customer 5282,east,20,2024-01-15
5283,Customer 5283,North,10,2024-01-15
5284,Customer 5284,South,20,2024-01-15
5285,Customer 5285,West,20,31/02/2024
5286,Customer 5286,North,"1,000",2024-01-15
5287,Customer 5287,South,-999999,2024-01-15
5288,Customer 5288,east,20,2024-01-15
5289,Customer 5289,EAST,-999999,2024-01-15
5290,Customer 5290,North,10,2024-01-15
5291,  Customer 5291  ,South,-999999,2024-01-15
5292,Customer 5292,North,-999999,31/02/2024
5293,Customer 5293,South,"1,000",2024-01-15
5294,Customer 5294,West,10,2024-01-15
5295,Customer 5295,east,N/A,2024-01-15
5296,Customer 5296,West,20,2024-01-15
5297,Customer 5297,unknown,N/A,2024-01-15
5298,Customer 5298,West,10,2024-01-15
5299,Customer 5299,North,-999999,31/02/2024
5300,Customer 5300,unknown,"1,000",2024-01-15
5301,Customer 5301,South,10,2024-01-15
5302,Customer 5302,east,"1,000",2024-01-15
5303,Customer 5303,North,-999999,2024-01-15
5304,  Customer 5304  ,North,20,2024-01-15
5305,Customer 5305,North,"1,000",2024-01-15
5306,Customer 5306,North,"1,000",31/02/2024
5307,Customer 5307,unknown,N/A,2024-01-15
5308,Customer 5308,EAST,10,2024-01-15
5309,Customer 5309,South,"1,000",2024-01-15
5310,Customer 5310,West,"1,000",2024-01-15
5311,Customer 5311,east,"1,000",2024-01-15
5312,Customer 5312,North,20,2024-01-15
5313,Customer 5313,West,10,31/02/2024
5314,Customer 5314,South,20,2024-01-15
5315,Customer 5315,unknown,20,2024-01-15
5316,Customer 5316,unknown,10,2024-01-15
5317,  Customer 5317  ,North,N/A,2024-01-15
5318,Customer 5318,North,N/A,2024-01-15
5319,Customer 5319,South,"1,000",2024-01-15
5320,Customer 5320,North,20,31/02/2024
5321,Customer 5321,South,10,2024-01-15
5322,Customer 5322,EAST,20,2024-01-15
5323,Customer 5323,South,"1,000",2024-01-15
5324,Customer 5324,North,20,2024-01-15
5325,Customer 5325,EAST,"1,000",2024-01-15
5326,Customer 5326,North,-999999,2024-01-15
5327,Customer 5327,EAST,20,31/02/2024
5328,Customer 5328,EAST,N/A,2024-01-15
5329,Customer 5329,unknown,"1,000",2024-01-15
5330,  Customer 5330  ,West,N/A,2024-01-15
5331,Customer 5331,West,N/A,2024-01-15
5332,Customer 5332,EAST,-999999,2024-01-15
5333,Customer 5333,unknown,20,2024-01-15
5334,Customer 5334,EAST,N/A,31/02/2024
5335,Customer 5335,EAST,-999999,2024-01-15
5336,Customer 5336,South,10,2024-01-15
5337,Customer 5337,South,N/A,2024-01-15
5338,Customer 5338,east,10,2024-01-15
5339,Customer 5339,North,-999999,2024-01-15
5340,Customer 5340,east,20,2024-01-15
5341,Customer 5341,South,"1,000",31/02/2024
5342,Customer 5342,unknown,-999999,2024-01-15
5343,  Customer 5343  ,South,-999999,2024-01-15
5344,Customer 5344,West,20,2024-01-15
5345,Customer 5345,West,10,2024-01-15
5346,Customer 5346,east,"1,000",2024-01-15
5347,Customer 5347,unknown,-999999,2024-01-15
5348,Customer 5348,West,N/A,31/02/2024
5349,Customer 5349,east,N/A,2024-01-15
5350,Customer 5350,West,"1,000",2024-01-15
5351,Customer 5351,South,-999999,2024-01-15
5352,Customer 5352,South,"1,000",2024-01-15
5353,Customer 5353,east,N/A,2024-01-15
5354,Customer 5354,West,N/A,2024-01-15
5355,Customer 5355,West,N/A,31/02/2024
5356,  Customer 5356  ,east,-999999,2024-01-15
5357,Customer 5357,West,20,2024-01-15
5358,Customer 5358,North,"1,000",2024-01-15
5359,Customer 5359,South,-999999,2024-01-15
5360,Customer 5360,West,N/A,2024-01-15
5361,Customer 5361,South,"1,000",2024-01-15
5362,Customer 5362,West,"1,000",31/02/2024
5363,Customer 5363,EAST,10,2024-01-15
5364,Customer 5364,unknown,-999999,2024-01-15
5365,Customer 5365,east,N/A,2024-01-15
5366,Customer 5366,West,10,2024-01-15
5367,Customer 5367,South,"1,000",2024-01-15
5368,Customer 5368,unknown,20,2024-01-15
5369,  Customer 5369  ,east,20,31/02/2024
5370,Customer 5370,West,N/A,2024-01-15
5371,Customer 5371,West,"1,000",2024-01-15
5372,Customer 5372,South,"1,000",2024-01-15
5373,Customer 5373,unknown,20,2024-01-15
5374,Customer 5374,West,20,2024-01-15
5375,Customer 5375,South,20,2024-01-15
5376,Customer 5376,North,"1,000",31/02/2024
5377,Customer 5377,unknown,"1,000",2024-01-15
5378,Customer 5378,South,-999999,2024-01-15
5379,Customer 5379,EAST,-999999,2024-01-15
5380,Customer 5380,unknown,N/A,2024-01-15
5381,Customer 5381,east,10,2024-01-15
5382,  Customer 5382  ,South,20,2024-01-15
5383,Customer 5383,EAST,20,31/02/2024
5384,Customer 5384,EAST,"1,000",2024-01-15
5385,Customer 5385,West,20,2024-01-15
5386,Customer 5386,North,10,2024-01-15
5387,Customer 5387,North,"1,000",2024-01-15
5388,Customer 5388,West,10,2024-01-15
5389,Customer 5389,South,-999999,2024-01-15
5390,Customer 5390,West,10,31/02/2024
5391,Customer 5391,South,10,2024-01-15
5392,Customer 5392,EAST,10,2024-01-15
5393,Customer 5393,South,N/A,2024-01-15
5394,Customer 5394,unknown,N/A,2024-01-15
5395,  Customer 5395  ,unknown,-999999,2024-01-15
5396,Customer 5396,EAST,-999999,2024-01-15
5397,Customer 5397,EAST,"1,000",31/02/2024
5398,Customer 5398,unknown,-999999,2024-01-15
5399,Customer 5399,east,"1,000",2024-01-15
5400,Customer 5400,east,10,2024-01-15
5401,Customer 5401,North,N/A,2024-01-15
5402,Customer 5402,West,-999999,2024-01-15
5403,Customer 5403,east,-999999,2024-01-15
5404,Customer 5404,east,-999999,31/02/2024
5405,Customer 5405,east,10,2024-01-15
5406,Customer 5406,east,20,2024-01-15
5407,Customer 5407,South,10,2024-01-15
5408,  Customer 5408  ,South,20,2024-01-15
5409,Customer 5409,EAST,"1,000",2024-01-15
5410,Customer 5410,South,10,2024-01-15
5411,Customer 5411,South,-999999,31/02/2024
5412,Customer 5412,east,N/A,2024-01-15
5413,Customer 5413,West,"1,000",2024-01-15
5414,Customer 5414,EAST,20,2024-01-15
5415,Customer 5415,West,10,2024-01-15
5416,Customer 5416,east,-999999,2024-01-15
5417,Customer 5417,North,20,2024-01-15
5418,Customer 5418,South,10,31/02/2024
5419,Customer 5419,North,-999999,2024-01-15
5420,Customer 5420,West,10,2024-01-15
5421,  Customer 5421  ,east,N/A,2024-01-15
5422,Customer 5422,North,-999999,2024-01-15
5423,Customer 5423,West,20,2024-01-15
5424,Customer 5424,South,20,2024-01-15
5425,Customer 5425,EAST,20,31/02/2024
5426,Customer 5426,West,20,2024-01-15
5427,Customer 5427,EAST,20,2024-01-15
5428,Customer 5428,EAST,N/A,2024-01-15
5429,Customer 5429,EAST,20,2024-01-15
5430,Customer 5430,North,10,2024-01-15
5431,Customer 5431,South,10,2024-01-15
5432,Customer 5432,South,10,31/02/2024
5433,Customer 5433,east,N/A,2024-01-15
5434,  Customer 5434  ,EAST,10,2024-01-15
5435,Customer 5435,South,-999999,2024-01-15
5436,Customer 5436,east,10,2024-01-15
5437,Customer 5437,east,"1,000",2024-01-15
5438,Customer 5438,West,20,2024-01-15
5439,Customer 5439,EAST,N/A,31/02/2024
5440,Customer 5440,east,20,2024-01-15
5441,Customer 5441,North,N/A,2024-01-15
5442,Customer 5442,EAST,N/A,2024-01-15
5443,Customer 5443,West,10,2024-01-15
5444,Customer 5444,South,20,2024-01-15
5445,Customer 5445,West,10,2024-01-15
5446,Customer 5446,east,"1,000",31/02/2024
5447,  Customer 5447  ,EAST,20,2024-01-15
5448,Customer 5448,West,N/A,2024-01-15
5449,Customer 5449,South,10,2024-01-15
5450,Customer 5450,South,10,2024-01-15
5451,Customer 5451,North,"1,000",2024-01-15
5452,Customer 5452,South,N/A,2024-01-15
5453,Customer 5453,unknown,"1,000",31/02/2024
5454,Customer 5454,unknown,20,2024-01-15
5455,Customer 5455,South,10,2024-01-15
5456,Customer 5456,South,20,2024-01-15
5457,Customer 5457,unknown,20,2024-01-15
5458,Customer 5458,West,20,2024-01-15
5459,Customer 5459,South,20,2024-01-15
5460,  Customer 5460  ,east,"1,000",31/02/2024
5461,Customer 5461,West,"1,000",2024-01-15
5462,Customer 5462,South,-999999,2024-01-15
5463,Customer 5463,South,"1,000",2024-01-15
5464,Customer 5464,West,-999999,2024-01-15
5465,Customer 5465,South,"1,000",2024-01-15
5466,Customer 5466,EAST,20,2024-01-15
5467,Customer 5467,West,-999999,31/02/2024
5468,Customer 5468,unknown,20,2024-01-15
5469,Customer 5469,West,10,2024-01-15
5470,Customer 5470,South,"1,000",2024-01-15
5471,Customer 5471,South,"1,000",2024-01-15
5472,Customer 5472,EAST,20,2024-01-15
5473,  Customer 5473  ,EAST,20,2024-01-15
5474,Customer 5474,east,10,31/02/2024
5475,Customer 5475,EAST,10,2024-01-15
5476,Customer 5476,EAST,20,2024-01-15
5477,Customer 5477,West,20,2024-01-15
5478,Customer 5478,EAST,"1,000",2024-01-15
5479,Customer 5479,North,-999999,2024-01-15
5480,Customer 5480,South,10,2024-01-15
5481,Customer 5481,West,20,31/02/2024
5482,Customer 5482,South,"1,000",2024-01-15
5483,Customer 5483,West,N/A,2024-01-15
5484,Customer 5484,east,-999999,2024-01-15
5485,Customer 5485,North,10,2024-01-15
5486,  Customer 5486  ,EAST,-999999,2024-01-15
5487,Customer 5487,EAST,10,2024-01-15
5488,Customer 5488,EAST,20,31/02/2024
5489,Customer 5489,West,20,2024-01-15
5490,Customer 5490,North,10,2024-01-15
5491,Customer 5491,unknown,N/A,2024-01-15
5492,Customer 5492,South,10,2024-01-15
5493,Customer 5493,unknown,20,2024-01-15
5494,Customer 5494,unknown,20,2024-01-15
5495,Customer 5495,West,-999999,31/02/2024
5496,Customer 5496,unknown,N/A,2024-01-15
5497,Customer 5497,West,20,2024-01-15
5498,Customer 5498,east,20,2024-01-15
5499,  Customer 5499  ,EAST,N/A,2024-01-15
5499,Customer 5500,North,"1,000",2024-01-15
5501,Customer 5501,North,-999999,2024-01-15
5502,Customer 5502,unknown,"1,000",31/02/2024
5503,Customer 5503,east,-999999,2024-01-15
5504,Customer 5504,east,10,2024-01-15
5505,Customer 5505,South,10,2024-01-15
5506,Customer 5506,North,-999999,2024-01-15
5507,Customer 5507,unknown,N/A,2024-01-15
5508,Customer 5508,unknown,20,2024-01-15
5509,Customer 5509,South,"1,000",31/02/2024
5510,Customer 5510,North,"1,000",2024-01-15
5511,Customer 5511,EAST,-999999,2024-01-15
5512,  Customer 5512  ,North,"1,000",2024-01-15
5513,Customer 5513,unknown,20,2024-01-15
5514,Customer 5514,South,"1,000",2024-01-15
5515,Customer 5515,EAST,N/A,2024-01-15
5516,Customer 5516,unknown,"1,000",31/02/2024
5517,Customer 5517,South,-999999,2024-01-15
5518,Customer 5518,east,10,2024-01-15
5519,Customer 5519,West,-999999,2024-01-15
5520,Customer 5520,east,20,2024-01-15
5521,Customer 5521,South,"1,000",2024-01-15
5522,Customer 5522,EAST,20,2024-01-15
5523,Customer 5523,South,-999999,31/02/2024
5524,Customer 5524,unknown,-999999,2024-01-15
5525,  Customer 5525  ,South,10,2024-01-15
5526,Customer 5526,South,-999999,2024-01-15
5527,Customer 5527,North,-999999,2024-01-15
5528,Customer 5528,North,10,2024-01-15
5529,Customer 5529,South,20,2024-01-15
5530,Customer 5530,South,-999999,31/02/2024
5531,Customer 5531,EAST,"1,000",2024-01-15
5532,Customer 5532,North,"1,000",2024-01-15
5533,Customer 5533,EAST,N/A,2024-01-15
5534,Customer 5534,EAST,"1,000",2024-01-15
5535,Customer 5535,unknown,N/A,2024-01-15
5536,Customer 5536,EAST,20,2024-01-15
5537,Customer 5537,North,10,31/02/2024
5538,  Customer 5538  ,east,N/A,2024-01-15
5539,Customer 5539,EAST,-999999,2024-01-15
5540,Customer 5540,North,N/A,2024-01-15
5541,Customer 5541,West,N/A,2024-01-15
5542,Customer 5542,North,20,2024-01-15
5543,Customer 5543,North,10,2024-01-15
5544,Customer 5544,EAST,20,31/02/2024
5545,Customer 5545,EAST,N/A,2024-01-15
5546,Customer 5546,EAST,10,2024-01-15
5547,Customer 5547,unknown,10,2024-01-15
5548,Customer 5548,east,-999999,2024-01-15
5549,Customer 5549,EAST,20,2024-01-15
5550,Customer 5550,EAST,20,2024-01-15
5551,  Customer 5551  ,unknown,20,31/02/2024
5552,Customer 5552,EAST,N/A,2024-01-15
